user_id,group,flight_route,device_type,time_on_page,booked
82,control,AMS-JFK,desktop,33.15098734077294,0
83,treatment,LHR-DXB,desktop,62.04131279604377,0
84,control,AMS-JFK,desktop,54.898200414999934,0
85,control,LHR-DXB,desktop,60.83836308914084,0
86,treatment,LHR-DXB,mobile,16.86618001038559,0
87,control,LHR-DXB,mobile,61.65507006244247,0
88,treatment,AMS-JFK,mobile,54.88989584456068,0
89,treatment,LHR-DXB,mobile,31.138592294487225,0
90,treatment,AMS-JFK,mobile,42.04612160281229,0
91,treatment,LHR-DXB,mobile,31.59620733431751,1
92,treatment,LHR-DXB,desktop,43.55086928085186,1
93,treatment,CDG-SIN,desktop,51.740332379420316,0
94,treatment,CDG-SIN,mobile,66.06329352226328,0
95,treatment,CDG-SIN,mobile,30.908709699465547,0
96,treatment,AMS-JFK,mobile,37.96175627696612,0
97,treatment,AMS-JFK,desktop,28.45606168078889,0
98,treatment,LHR-DXB,desktop,56.498451019701896,0
99,control,LHR-DXB,desktop,21.36627738383401,0
100,control,LHR-DXB,desktop,47.65520793616582,0
101,treatment,LHR-DXB,mobile,26.61318015672466,0
102,treatment,AMS-JFK,desktop,45.687179023519036,0
103,treatment,LHR-DXB,mobile,62.33867588916348,0
104,treatment,LHR-DXB,desktop,37.33105853812969,0
105,treatment,CDG-SIN,desktop,48.31305061199084,0
106,treatment,LHR-DXB,desktop,31.602506840052683,0
107,treatment,LHR-DXB,desktop,43.31353769347982,0
108,treatment,LHR-DXB,mobile,21.6315061024588,0
109,control,AMS-JFK,mobile,55.615738601956394,0
110,treatment,CDG-SIN,mobile,38.7680392412961,0
111,control,LHR-DXB,mobile,41.86756427329992,0
112,treatment,LHR-DXB,mobile,46.03806004852957,0
113,treatment,CDG-SIN,mobile,15.498836319239434,0
114,control,LHR-DXB,mobile,34.61651299836621,0
115,treatment,AMS-JFK,desktop,47.028611118800065,0
116,control,LHR-DXB,mobile,42.60120404796684,0
117,treatment,AMS-JFK,desktop,77.66018228689947,0
118,treatment,AMS-JFK,mobile,63.880764315811135,0
119,control,LHR-DXB,desktop,47.09392537162489,1
120,treatment,CDG-SIN,mobile,29.662513024083395,0
121,control,AMS-JFK,desktop,37.57598376722585,0
122,treatment,CDG-SIN,mobile,54.87202339036976,0
123,control,LHR-DXB,mobile,46.14931702526251,0
124,control,AMS-JFK,mobile,64.14156272978833,0
125,treatment,LHR-DXB,mobile,46.03055104086027,0
126,treatment,CDG-SIN,desktop,46.737512114319074,0
127,control,LHR-DXB,mobile,69.3631824511865,0
128,treatment,LHR-DXB,mobile,28.55153902900456,0
129,treatment,AMS-JFK,desktop,71.00786315127445,0
130,treatment,LHR-DXB,mobile,56.54449219570711,0
131,control,LHR-DXB,desktop,93.53205304627929,0
132,control,LHR-DXB,desktop,34.47851443994373,0
133,control,AMS-JFK,mobile,69.44105655165353,0
134,control,CDG-SIN,mobile,47.008078134986896,0
135,control,CDG-SIN,desktop,42.216236990962706,0
136,control,LHR-DXB,mobile,49.57353355201677,0
137,control,AMS-JFK,desktop,46.87822119168083,0
138,control,LHR-DXB,mobile,33.316260730649596,0
139,control,CDG-SIN,mobile,43.025431992718204,1
140,treatment,AMS-JFK,desktop,49.606600270088144,0
141,control,CDG-SIN,mobile,38.62266576627411,0
142,treatment,CDG-SIN,mobile,53.10662230953792,0
143,treatment,AMS-JFK,mobile,40.56236377702689,0
144,treatment,AMS-JFK,desktop,51.87517947755721,0
145,control,LHR-DXB,mobile,50.065741983462516,0
146,control,LHR-DXB,desktop,51.76998548567256,0
147,control,CDG-SIN,mobile,24.769292366876954,0
148,control,AMS-JFK,desktop,61.45624213082914,0
149,treatment,AMS-JFK,mobile,32.00942107780516,0
150,control,LHR-DXB,mobile,42.21219907289707,0
151,control,CDG-SIN,desktop,35.31239369441925,0
152,control,CDG-SIN,mobile,46.07022705016681,0
153,control,LHR-DXB,desktop,43.33314939739516,0
154,control,AMS-JFK,mobile,54.76789659820771,0
155,treatment,LHR-DXB,desktop,45.65824555516414,0
156,control,LHR-DXB,mobile,39.124722327590064,0
157,treatment,LHR-DXB,desktop,18.038877001698797,0
158,control,LHR-DXB,mobile,58.264851986994714,0
159,treatment,AMS-JFK,desktop,52.763042657935934,0
160,control,LHR-DXB,desktop,58.87686277682691,0
161,control,AMS-JFK,mobile,42.219096799729584,0
162,treatment,LHR-DXB,desktop,50.35399383319809,0
163,treatment,CDG-SIN,desktop,35.19911883104767,1
164,treatment,AMS-JFK,mobile,33.82795052272109,0
165,control,CDG-SIN,mobile,40.745975842067786,0
166,treatment,LHR-DXB,mobile,58.82710383328694,0
167,control,LHR-DXB,mobile,40.87838889259068,0
168,control,LHR-DXB,mobile,44.18871110538778,0
169,treatment,AMS-JFK,mobile,48.63667232819747,0
170,treatment,CDG-SIN,desktop,45.380140472855864,0
171,control,AMS-JFK,desktop,60.21505854934982,0
172,control,AMS-JFK,desktop,33.77897621868393,0
173,treatment,LHR-DXB,mobile,46.496142512177606,0
174,treatment,CDG-SIN,mobile,52.11341660350979,0
175,treatment,LHR-DXB,desktop,20.365808988360108,0
176,control,AMS-JFK,desktop,48.99074154558498,0
177,control,LHR-DXB,mobile,65.13036381768697,0
178,control,CDG-SIN,desktop,39.74263787012204,0
179,control,LHR-DXB,mobile,28.724375087466285,0
180,control,CDG-SIN,mobile,52.00549946322695,1
181,control,CDG-SIN,desktop,47.69230915055273,0
182,treatment,LHR-DXB,mobile,67.83670087895106,0
183,control,AMS-JFK,mobile,51.56501929948147,0
184,control,LHR-DXB,mobile,30.846793552755756,0
185,control,AMS-JFK,mobile,30.168776950065215,0
186,treatment,AMS-JFK,desktop,57.89728634481747,0
187,control,LHR-DXB,mobile,50.35367738037483,0
188,control,AMS-JFK,mobile,44.126708466800146,0
189,treatment,AMS-JFK,desktop,47.585823067058364,0
190,control,LHR-DXB,mobile,51.629038319713096,0
191,control,LHR-DXB,mobile,50.59229888766265,0
192,control,LHR-DXB,desktop,22.417842859152856,0
193,control,AMS-JFK,desktop,63.25045522756173,0
194,control,CDG-SIN,mobile,64.25416099477938,0
195,treatment,AMS-JFK,mobile,72.15192609202941,0
196,treatment,CDG-SIN,desktop,68.88908333316625,0
197,treatment,LHR-DXB,mobile,66.3381865104627,0
198,control,CDG-SIN,mobile,40.7027078783154,0
199,control,LHR-DXB,mobile,49.52054216230545,0
200,control,LHR-DXB,desktop,62.50498187454553,0
201,treatment,CDG-SIN,mobile,17.98871646884712,0
202,control,LHR-DXB,desktop,41.71981752040971,0
203,control,CDG-SIN,desktop,19.41943579360883,0
204,treatment,LHR-DXB,desktop,49.20422451057169,0
205,control,AMS-JFK,desktop,63.98711909763571,0
206,treatment,AMS-JFK,mobile,45.281974718392185,1
207,treatment,LHR-DXB,desktop,36.46165185548549,0
208,treatment,LHR-DXB,mobile,49.24747520100267,0
209,control,CDG-SIN,desktop,51.18691747773964,0
210,control,AMS-JFK,desktop,52.244202441678,0
211,control,CDG-SIN,mobile,26.775907453453666,0
212,control,LHR-DXB,desktop,48.65228090813867,0
213,control,LHR-DXB,desktop,47.76252159965619,0
214,control,CDG-SIN,mobile,59.22442501575949,0
215,control,LHR-DXB,desktop,43.86587199562699,0
216,treatment,AMS-JFK,desktop,74.61336157267448,0
217,control,CDG-SIN,desktop,46.23502873996577,0
218,treatment,AMS-JFK,mobile,37.82880144945127,0
219,control,AMS-JFK,desktop,29.95327215940701,0
220,control,AMS-JFK,mobile,37.29214798712132,0
221,control,CDG-SIN,mobile,33.01521361182867,0
222,treatment,LHR-DXB,mobile,42.65968556850511,0
223,treatment,AMS-JFK,desktop,70.30089730229919,0
224,treatment,AMS-JFK,desktop,23.11036640736994,0
225,treatment,AMS-JFK,desktop,24.163743657304153,0
226,control,LHR-DXB,desktop,41.48046736407053,0
227,treatment,LHR-DXB,mobile,24.556161744712576,0
228,control,CDG-SIN,mobile,30.27095240683755,0
229,control,LHR-DXB,desktop,50.08739828415756,0
230,treatment,CDG-SIN,desktop,44.21094311681493,0
231,treatment,CDG-SIN,mobile,51.577644233392476,0
232,treatment,CDG-SIN,desktop,53.86587030392444,0
233,treatment,CDG-SIN,desktop,65.13890890763767,0
234,treatment,CDG-SIN,desktop,50.685500581682184,0
235,treatment,AMS-JFK,desktop,63.07471473809689,0
236,treatment,LHR-DXB,desktop,46.60611754948184,0
237,treatment,AMS-JFK,desktop,50.856450929201074,0
238,control,CDG-SIN,mobile,50.662808697055496,0
239,treatment,LHR-DXB,mobile,49.26837001533516,0
240,treatment,AMS-JFK,mobile,48.08513218412163,0
241,control,AMS-JFK,mobile,72.31475653362992,1
242,treatment,CDG-SIN,desktop,55.47144318744013,0
243,control,AMS-JFK,desktop,38.28918865163978,0
244,control,AMS-JFK,mobile,80.15137453544766,0
245,treatment,AMS-JFK,mobile,39.344203915497324,0
246,control,AMS-JFK,mobile,44.92157041837135,0
247,control,AMS-JFK,mobile,32.54053885206969,0
248,control,CDG-SIN,mobile,55.75668797442101,0
249,control,CDG-SIN,desktop,70.35353304268966,0
250,treatment,AMS-JFK,desktop,22.632518771265634,0
251,control,CDG-SIN,mobile,40.83943620829063,0
252,treatment,CDG-SIN,mobile,61.749205037668844,0
253,control,LHR-DXB,desktop,29.110240288522306,1
254,control,AMS-JFK,desktop,53.61573383223017,0
255,control,CDG-SIN,desktop,25.478389863849582,0
256,control,CDG-SIN,mobile,51.118962261389875,0
257,treatment,AMS-JFK,desktop,46.16726331124924,0
258,treatment,LHR-DXB,mobile,94.76374486197952,0
259,control,AMS-JFK,mobile,56.167022595056366,0
260,control,LHR-DXB,desktop,12.413645413457658,0
261,treatment,AMS-JFK,desktop,43.878806973768675,0
262,control,AMS-JFK,desktop,57.36444116528376,0
263,control,AMS-JFK,mobile,38.80263589142436,1
264,control,AMS-JFK,desktop,38.15144130133892,0
265,treatment,LHR-DXB,desktop,38.8838308154811,0
266,treatment,LHR-DXB,mobile,53.207390297487365,1
267,treatment,CDG-SIN,desktop,26.170950355954393,0
268,control,AMS-JFK,desktop,36.57711510252475,0
269,control,LHR-DXB,mobile,60.49470221671042,0
270,treatment,LHR-DXB,mobile,37.694107204036456,0
271,treatment,LHR-DXB,mobile,36.79641062860571,0
272,treatment,AMS-JFK,mobile,24.35465063246895,0
273,treatment,CDG-SIN,mobile,54.68870883061557,0
274,control,LHR-DXB,desktop,51.38159110897461,0
275,treatment,AMS-JFK,desktop,59.58546630850957,0
276,control,LHR-DXB,mobile,43.306000152571315,0
277,treatment,LHR-DXB,desktop,49.73673155519389,0
278,control,CDG-SIN,desktop,49.61054245375523,1
279,treatment,LHR-DXB,mobile,23.62517832327561,0
280,treatment,LHR-DXB,mobile,80.30167828827122,0
281,treatment,AMS-JFK,mobile,59.67087705568187,0
282,treatment,AMS-JFK,desktop,46.1849980912848,0
283,control,CDG-SIN,mobile,41.63676674092224,1
284,treatment,AMS-JFK,desktop,64.8593144832992,0
285,control,AMS-JFK,desktop,46.438855736989375,0
286,control,CDG-SIN,desktop,58.70433587763105,0
287,control,LHR-DXB,desktop,36.329663880865745,0
288,control,CDG-SIN,mobile,31.868260523276923,0
289,treatment,AMS-JFK,desktop,42.573956284160566,0
290,control,CDG-SIN,mobile,45.15866296233373,0
291,control,LHR-DXB,desktop,51.35282459620193,0
292,control,CDG-SIN,mobile,67.00348603927196,0
293,treatment,AMS-JFK,mobile,61.680477781349055,0
294,treatment,AMS-JFK,mobile,64.77010145193141,1
295,treatment,CDG-SIN,desktop,34.010858500828064,0
296,treatment,LHR-DXB,desktop,40.57605734746793,0
297,control,CDG-SIN,desktop,59.51993357502636,0
298,control,LHR-DXB,mobile,63.22421203999558,0
299,treatment,LHR-DXB,desktop,56.12778039849878,0
300,control,CDG-SIN,desktop,36.55926969642491,0
301,control,LHR-DXB,desktop,29.375731498087532,0
302,control,AMS-JFK,mobile,48.494664672854405,0
303,treatment,CDG-SIN,desktop,31.62412799583361,0
304,treatment,LHR-DXB,desktop,51.909616529234796,0
305,control,AMS-JFK,mobile,63.760278601177774,0
306,treatment,CDG-SIN,mobile,47.836333855664904,0
307,treatment,AMS-JFK,mobile,25.41256160742517,0
308,treatment,AMS-JFK,mobile,37.36056240899129,0
309,treatment,AMS-JFK,mobile,57.97024904244767,0
310,treatment,LHR-DXB,mobile,52.1088213677518,1
311,control,CDG-SIN,desktop,53.30838600379348,0
312,treatment,CDG-SIN,desktop,71.53444287938616,0
313,control,LHR-DXB,mobile,50.23603797639101,0
314,control,CDG-SIN,desktop,49.76285643373884,0
315,treatment,AMS-JFK,mobile,57.850130972018796,0
316,control,CDG-SIN,desktop,27.402571439897613,0
317,control,LHR-DXB,mobile,38.32334639125885,0
318,control,AMS-JFK,mobile,33.922707912285084,0
319,treatment,LHR-DXB,desktop,54.82371066975366,0
320,treatment,AMS-JFK,desktop,31.21346505735446,0
321,control,AMS-JFK,desktop,53.451718631851165,0
322,treatment,CDG-SIN,desktop,41.74845478416344,0
323,treatment,AMS-JFK,desktop,39.65766134320165,0
324,treatment,LHR-DXB,desktop,58.677408055927756,0
325,treatment,CDG-SIN,desktop,25.01752526707192,0
326,control,LHR-DXB,desktop,37.66974230477681,0
327,control,AMS-JFK,mobile,88.94280336972106,0
328,treatment,LHR-DXB,desktop,72.75627771231788,0
329,treatment,LHR-DXB,desktop,17.783775704260762,0
330,control,AMS-JFK,mobile,37.38664908569459,0
331,control,CDG-SIN,mobile,45.9422301053345,0
332,treatment,LHR-DXB,mobile,23.831896263243173,0
333,control,AMS-JFK,mobile,75.27046540236347,0
334,treatment,CDG-SIN,desktop,45.44371834041515,0
335,treatment,CDG-SIN,desktop,42.21117530821455,1
336,control,CDG-SIN,mobile,50.715978595535276,0
337,control,LHR-DXB,mobile,50.47695468485941,0
338,treatment,LHR-DXB,desktop,32.18468239406157,0
339,treatment,LHR-DXB,desktop,64.72927117633182,0
340,control,CDG-SIN,desktop,47.43053908764902,0
341,treatment,LHR-DXB,desktop,64.63119838449212,0
342,control,AMS-JFK,mobile,36.36542447696615,0
343,treatment,LHR-DXB,desktop,18.061054525439324,0
344,control,LHR-DXB,mobile,66.55936364792794,0
345,control,CDG-SIN,mobile,56.10594699972934,0
346,control,LHR-DXB,mobile,62.52324202555948,0
347,treatment,AMS-JFK,desktop,63.445981657718185,0
348,treatment,CDG-SIN,mobile,45.28927216603325,0
349,control,AMS-JFK,desktop,39.49602221337791,0
350,treatment,CDG-SIN,mobile,43.6248297252362,0
351,control,CDG-SIN,desktop,53.271398561005356,0
352,control,LHR-DXB,mobile,49.15557682244309,0
353,treatment,AMS-JFK,mobile,17.56228588372799,0
354,treatment,CDG-SIN,desktop,43.222506997400245,0
355,control,LHR-DXB,desktop,66.20845399849769,0
356,treatment,CDG-SIN,mobile,44.98031286543143,0
357,treatment,CDG-SIN,mobile,78.36810889814052,0
358,control,CDG-SIN,desktop,30.584435269056826,1
359,control,CDG-SIN,mobile,50.227970543439156,0
360,treatment,CDG-SIN,desktop,30.219880311539534,0
361,control,CDG-SIN,desktop,32.166366682319484,0
362,control,LHR-DXB,mobile,32.30584411686484,0
363,treatment,CDG-SIN,desktop,78.14519962143078,0
364,control,AMS-JFK,mobile,41.217838644112625,1
365,control,LHR-DXB,desktop,34.46042447910633,0
366,treatment,AMS-JFK,desktop,44.95937811337262,0
367,treatment,CDG-SIN,mobile,41.663784182130186,0
368,control,AMS-JFK,desktop,57.17176999021312,0
369,control,CDG-SIN,mobile,14.410949526367716,0
370,treatment,CDG-SIN,desktop,30.68078826350475,0
371,treatment,LHR-DXB,desktop,57.69758240960911,0
372,treatment,LHR-DXB,desktop,37.67057090052805,1
373,treatment,CDG-SIN,desktop,33.67573164930348,1
374,control,LHR-DXB,mobile,33.00447896539501,0
375,treatment,AMS-JFK,desktop,55.85467235111917,0
376,treatment,LHR-DXB,desktop,55.19947744631065,0
377,control,LHR-DXB,desktop,59.364301430905,0
378,treatment,AMS-JFK,mobile,27.559530383837377,0
379,control,LHR-DXB,mobile,26.672673621894937,0
380,treatment,CDG-SIN,mobile,62.06024651921379,0
381,treatment,AMS-JFK,mobile,48.076859637897314,0
382,treatment,CDG-SIN,desktop,35.91081492302673,0
383,control,AMS-JFK,desktop,42.642615085107934,0
384,control,CDG-SIN,desktop,26.48501236534861,0
385,treatment,CDG-SIN,mobile,37.05593418559023,0
386,control,LHR-DXB,mobile,47.388220591378854,0
387,control,CDG-SIN,desktop,50.31707878546871,0
388,control,LHR-DXB,desktop,43.68853605770283,0
389,control,AMS-JFK,desktop,42.154424411322836,0
390,control,CDG-SIN,mobile,55.9988539068737,0
391,control,CDG-SIN,desktop,43.47935521388105,0
392,treatment,AMS-JFK,desktop,38.293270968517795,0
393,treatment,AMS-JFK,mobile,33.56554474800441,0
394,control,CDG-SIN,mobile,18.48608237275631,0
395,treatment,AMS-JFK,desktop,54.74878311114064,0
396,treatment,LHR-DXB,mobile,66.95377363570421,1
397,treatment,AMS-JFK,desktop,32.60234256048525,0
398,treatment,AMS-JFK,desktop,25.949195231423403,0
399,control,CDG-SIN,desktop,35.65912995780709,0
400,treatment,LHR-DXB,desktop,49.35801170025124,0
401,treatment,AMS-JFK,mobile,37.420501041377335,0
402,control,LHR-DXB,mobile,37.15962461487014,0
403,control,LHR-DXB,mobile,43.756150199006484,0
404,treatment,LHR-DXB,desktop,46.51213246198904,0
405,treatment,CDG-SIN,desktop,50.523782438089164,0
406,treatment,AMS-JFK,desktop,40.57270723454576,0
407,treatment,CDG-SIN,mobile,40.30565690209052,0
408,treatment,AMS-JFK,mobile,16.170210618189227,0
409,treatment,AMS-JFK,desktop,59.03528433485085,0
410,control,CDG-SIN,mobile,48.78554035964527,0
411,treatment,LHR-DXB,mobile,67.66595691423944,0
412,treatment,LHR-DXB,mobile,52.66666108608145,0
413,control,AMS-JFK,mobile,43.89605099913304,0
414,control,CDG-SIN,desktop,22.709782149495318,0
415,control,LHR-DXB,mobile,20.493552864402382,0
416,control,LHR-DXB,desktop,60.72522337845128,0
417,treatment,AMS-JFK,mobile,53.42322695304351,0
418,treatment,AMS-JFK,desktop,66.9809990360801,0
419,treatment,CDG-SIN,desktop,58.96872509230792,0
420,treatment,AMS-JFK,mobile,39.43303913818633,1
421,treatment,LHR-DXB,desktop,10.498739557353623,0
422,treatment,LHR-DXB,desktop,54.06780325878531,0
423,control,LHR-DXB,mobile,29.758503649214646,0
424,treatment,LHR-DXB,desktop,42.23546944835868,0
425,control,CDG-SIN,mobile,51.181664167115144,0
426,control,CDG-SIN,desktop,35.54031781978181,0
427,treatment,AMS-JFK,mobile,32.62249730664813,0
428,control,AMS-JFK,mobile,40.39234100502261,0
429,treatment,AMS-JFK,mobile,14.307288440427627,0
430,control,CDG-SIN,mobile,29.494657924346726,0
431,treatment,LHR-DXB,mobile,29.277879867143323,0
432,control,AMS-JFK,desktop,41.46228019366902,0
433,treatment,LHR-DXB,desktop,30.792635605716445,0
434,treatment,AMS-JFK,mobile,37.26268351988239,0
435,treatment,AMS-JFK,desktop,38.32553074761166,0
436,treatment,AMS-JFK,desktop,76.91528490185732,0
437,treatment,AMS-JFK,desktop,56.543568726756604,0
438,control,AMS-JFK,mobile,43.19426204314976,0
439,control,LHR-DXB,mobile,51.73617257656697,0
440,control,AMS-JFK,desktop,58.810740571840135,0
441,treatment,LHR-DXB,mobile,49.31654174347404,0
442,control,CDG-SIN,mobile,29.491661984653177,0
443,treatment,AMS-JFK,desktop,42.94485668074037,0
444,treatment,LHR-DXB,mobile,30.361614860277903,0
445,control,CDG-SIN,mobile,40.06381239971919,0
446,control,CDG-SIN,mobile,42.617014628880234,0
447,treatment,CDG-SIN,mobile,60.788694556583955,0
448,control,LHR-DXB,mobile,33.088197436304974,0
449,treatment,AMS-JFK,desktop,31.886517462367316,0
450,treatment,AMS-JFK,mobile,34.245993026217846,0
451,treatment,LHR-DXB,mobile,35.86490886280828,0
452,treatment,AMS-JFK,desktop,40.22747035408143,0
453,treatment,LHR-DXB,desktop,49.93984999025595,0
454,control,AMS-JFK,mobile,33.22337901535454,0
455,control,CDG-SIN,desktop,46.72338314998737,0
456,treatment,AMS-JFK,mobile,46.90877722303404,0
457,treatment,LHR-DXB,desktop,53.305137326077514,0
458,control,LHR-DXB,mobile,41.838380245573504,0
459,control,CDG-SIN,desktop,57.48126937425896,0
460,treatment,LHR-DXB,mobile,50.535468092045676,0
461,control,AMS-JFK,desktop,49.86269892573216,0
462,treatment,AMS-JFK,mobile,36.73968090296448,0
463,control,CDG-SIN,mobile,49.11845097989627,0
464,treatment,LHR-DXB,mobile,50.28431823707483,0
465,control,CDG-SIN,desktop,36.03615879141557,0
466,treatment,AMS-JFK,desktop,62.91423695042788,0
467,control,CDG-SIN,mobile,84.35258849757136,0
468,control,LHR-DXB,mobile,35.14303662685371,0
469,treatment,CDG-SIN,mobile,37.94721735975549,0
470,control,LHR-DXB,mobile,38.32462444116092,0
471,treatment,LHR-DXB,desktop,25.356561114865123,0
472,control,AMS-JFK,desktop,31.855641663998068,0
473,treatment,AMS-JFK,desktop,57.85841964978258,0
474,control,AMS-JFK,mobile,43.76979690118684,1
475,treatment,LHR-DXB,mobile,73.78524504270378,0
476,control,CDG-SIN,desktop,40.67243934866984,0
477,treatment,LHR-DXB,desktop,51.245262396118875,0
478,control,AMS-JFK,desktop,31.43559240097983,0
479,treatment,AMS-JFK,desktop,43.34728054115576,0
480,treatment,CDG-SIN,mobile,46.31731672280686,0
481,treatment,AMS-JFK,mobile,13.438734344846523,0
482,control,AMS-JFK,mobile,32.62556247285795,0
483,treatment,AMS-JFK,desktop,54.53895658027374,0
484,control,CDG-SIN,mobile,53.74001149830908,0
485,treatment,LHR-DXB,desktop,26.27436938139165,0
486,control,AMS-JFK,desktop,39.58557259908514,0
487,treatment,CDG-SIN,desktop,9.45579006378425,0
488,control,AMS-JFK,desktop,44.94844410654349,0
489,control,CDG-SIN,desktop,63.904498315793774,0
490,treatment,AMS-JFK,mobile,64.5543290479837,0
491,control,CDG-SIN,mobile,64.02103189685712,0
492,control,AMS-JFK,mobile,52.904520471572376,0
493,treatment,LHR-DXB,desktop,62.37306866215627,0
494,control,AMS-JFK,mobile,42.16105869980517,0
495,control,CDG-SIN,desktop,37.17194001114014,0
496,control,AMS-JFK,mobile,62.10922828797473,0
497,treatment,LHR-DXB,desktop,49.32689343069298,0
498,control,AMS-JFK,desktop,18.071436383950626,0
499,treatment,CDG-SIN,mobile,63.248668441767364,0
500,control,CDG-SIN,desktop,41.70224470268404,0
501,control,LHR-DXB,mobile,34.993114499949534,0
502,control,CDG-SIN,mobile,59.68356828692734,0
503,treatment,AMS-JFK,mobile,57.66097839483027,0
504,control,AMS-JFK,desktop,30.646791905314046,0
505,control,AMS-JFK,desktop,42.64368314490777,0
506,treatment,CDG-SIN,desktop,31.373564058761424,0
507,control,AMS-JFK,desktop,31.770829151150053,0
508,treatment,AMS-JFK,mobile,5.0,0
509,treatment,AMS-JFK,desktop,29.79012063313543,1
510,control,LHR-DXB,mobile,42.43279065847696,0
511,treatment,CDG-SIN,mobile,5.0,0
512,control,CDG-SIN,desktop,24.42221323760713,0
513,treatment,CDG-SIN,desktop,54.10577626613754,0
514,treatment,LHR-DXB,mobile,23.8154528362978,0
515,control,CDG-SIN,desktop,42.641509165388634,0
